ce,ganguli,subparva,similarity,note,first_words_ganguli
5.86,5.88,Bhagwat Yana Parva,0.36,,"""Duryodhana said, 'All that Vidura hath said about Krishna, hath indee"
5.87,5.89,Bhagwat Yana Parva,0.55,,"""Vaisampayana said, 'Rising up (from his bed) at day-dawn, Krishna wen"
5.88,5.90,Bhagwat Yana Parva,0.35,,"""Vaisampayana said, 'Janardana, the chastiser of foes, after his meeti"
5.89,5.91,Bhagwat Yana Parva,0.45,,"""Vaisampayana said, 'With Pritha's leave and having walked round her, "
5.90,5.92,Bhagwat Yana Parva,0.15,,"""Vaisampayana said, 'After Kesava had dined and been refreshed, Vidura"
5.91,5.93,Bhagwat Yana Parva,0.18,,"""The holy one said, 'That, indeed, which should be said by a person of"
5.92,5.94,Bhagwat Yana Parva,0.44,,"""Vaisampayana said, 'In such conversation between those two distinguis"
5.93,5.95,Bhagwat Yana Parva,0.25,,"""Vaisampayana said, 'And after all the kings had been seated and perfe"
5.94,5.96,Bhagwat Yana Parva,0.36,,"""Vaisampayana said, 'Hearing these words uttered by the high-souled Ke"
5.95,5.97,Bhagwat Yana Parva,0.47,,"""Vaisampayana said, 'Having listened to the words of Jamadagnya, the i"
5.96,5.98,Bhagwat Yana Parva,0.39,,"""Kanwa said, 'When Matali was wending his way, he saw the great Rishi "
5.97,5.99,Bhagwat Yana Parva,0.32,,"""Narada continued, 'Here in the very centre of the world of the Nagas "
5.98,5.100,Bhagwat Yana Parva,0.61,,"""Narada continued, 'Here is that spacious and celebrated city of citie"
5.99,5.101,Bhagwat Yana Parva,0.51,,"""Narada said, 'This region belongeth to the birds, all of whom possess"
5.100,5.102,Bhagwat Yana Parva,0.51,,"""Narada said, 'The region where we now are is called Rasatala and is t"
5.101,5.103,Bhagwat Yana Parva,0.66,,"""Narada said, 'This foremost of cities that thou beholdest and which r"
5.102,5.104,Bhagwat Yana Parva,0.66,,"""Narada then said, 'This one is the charioteer of the name of Matali. "
5.103,5.105,Bhagwat Yana Parva,0.42,,"""Kanwa said, 'Meanwhile, O Bharata, the mighty Garuda heard what had h"
5.104,5.106,Bhagwat Yana Parva,0.53,,"""Janamejaya said, 'Interminably wedded to evil, blinded by avarice, ad"
5.105,5.107,Bhagwat Yana Parva,0.27,,"""Narada said, 'Thus addressed by Viswamitra of great intelligence Gala"
5.106,5.108,Bhagwat Yana Parva,0.25,,"""Garuda said, 'O Galava, commanded I have been by God, who is the caus"
5.107,5.109,Bhagwat Yana Parva,0.51,,"""Garuda continued, 'In days of yore, Vivaswat, having performed a sacr"
5.108,5.110,Bhagwat Yana Parva,0.42,,"""Garuda said, 'This quarter is the favourite one of king Varuna, the r"
5.109,5.111,Bhagwat Yana Parva,0.44,,"""Garuda said, 'O Brahmanas, since this quarter saveth from sin, and si"
5.110,5.112,Bhagwat Yana Parva,0.42,,"""Galava said, 'O Garuda, O slayer of foremost snakes, O thou of beauti"
5.111,5.113,Bhagwat Yana Parva,0.27,,"""Narada said, 'Alighting then on the peak of the Rishabha, the Brahman"
5.112,5.114,Bhagwat Yana Parva,0.34,,"""Narada said, 'Garuda then, that foremost of winged beings, addressed "
5.113,5.115,Bhagwat Yana Parva,0.41,,"""Narada said, 'Thus addressed by Suparna in excellent words fraught wi"
5.114,5.116,Bhagwat Yana Parva,0.39,,"""Narada said, 'That best of monarchs, king Haryyaswa, after reflecting"
5.115,5.117,Bhagwat Yana Parva,0.48,,"""Narada said, 'Galava then, addressing Madhavi, said, The ruler of the"
5.116,5.118,Bhagwat Yana Parva,0.54,,"""Narada said, 'The illustrious Madhavi, faithful to her promise, aband"
5.117,5.119,Bhagwat Yana Parva,0.49,,"""Narada said, 'Seeing Galava, Vinata's son smilingly addressed him, sa"
5.118,5.120,Bhagwat Yana Parva,0.44,,"""Narada said, 'King Yayati then, desirous again of disposing of his da"
5.119,5.121,Bhagwat Yana Parva,0.39,,"""Narada said, 'Removed from his place and pushed away from his seat wi"
5.120,5.122,Bhagwat Yana Parva,0.48,,"""Narada said, 'As soon as that bull among men, king Yayati was recogni"
5.121,5.123,Bhagwat Yana Parva,0.22,,"""Narada said, 'Sent back to heaven by those righteous kings, distingui"
5.122,5.124,Bhagwat Yana Parva,0.22,,"""Dhritarashtra said, 'O holy one, it is even so as thou, O Narada, say"
5.123,5.125,Bhagwat Yana Parva,0.35,,"""Vaisampayana said, 'Hearing, O bull of Bharata's race, these words of"
5.124,5.126,Bhagwat Yana Parva,0.24,,"""Vaisampayana said, 'Hearing these words of Dhritarashtra, both Bhishm"
5.125,5.127,Bhagwat Yana Parva,0.26,,"""Vaisampayana said, 'Hearing in that assembly of the Kurus these words"
5.126,5.128,Bhagwat Yana Parva,0.42,,"""Vaisampayana said, 'Reflecting (for a moment), with eyes red in anger"
5.127,5.129,Bhagwat Yana Parva,0.30,,"""Vaisampayana said, 'Hearing these words of Krishna, king Dhritarashtr"
5.128,5.130,Bhagwat Yana Parva,0.47,,"""Vaisampayana said, 'Disregarding these words of grave import, spoken "
5.129,5.131,Bhagwat Yana Parva,0.41,,"""Vaisampayana said, 'After Vidura had said this, Kesava, that slayer o"
5.130,5.132,Bhagwat Yana Parva,0.51,,"""Vaisampayana said, 'Entering her abode and worshipping her feet, Kesa"
5.131,5.133,Bhagwat Yana Parva,0.15,,"""Kunti said, 'In this connection, O chastiser of foes, is cited an old"
5.132,5.134,Bhagwat Yana Parva,0.31,,"""Vidula said, 'If, having fallen into such a plight, thou wishest to g"
5.133,5.135,Bhagwat Yana Parva,0.06,,"""Kunti said, 'Hearing these words of his mother the son said, O ruthle"
5.134,5.136,Bhagwat Yana Parva,0.11,,"""The mother said, 'Into whatever calamity a king may fail, he should n"
5.135,5.137,Bhagwat Yana Parva,0.26,,"""Kunti said, 'Say unto Arjuna, these words, when thou wert brought for"
5.136,5.138,Bhagwat Yana Parva,0.40,,"""Vaisampayana said, 'Hearing the words of Kunti, the mighty car-warrio"
5.137,5.139,Bhagwat Yana Parva,0.20,,"""Vaisampayana said, 'Thus addressed by them, Duryodhana, contracting t"
5.138,5.140,Bhagwat Yana Parva,0.35,,"""Dhritarashtra said, 'O Sanjaya, in the midst of all the princes and t"
5.139,5.141,Bhagwat Yana Parva,0.33,,"""Karna said, 'Without doubt, O Kesava, thou hast said these words from"
5.140,5.142,Bhagwat Yana Parva,0.60,,"""Sanjaya said, 'Hearing these words of Karna, Kesava, that slayer of h"
5.141,5.143,Bhagwat Yana Parva,0.29,,"""Sanjaya said, 'Hearing these beneficial and auspicious words of Kesav"
5.142,5.144,Bhagwat Yana Parva,0.39,,"""Vaisampayana said, 'Upon the failure of Krishna's solicitations (for "
5.143,5.145,Bhagwat Yana Parva,0.14,,"""Karna said, 'I am Karna, son of Radha and Adhiratha. For what, O lady"
5.144,5.146,Bhagwat Yana Parva,0.36,,"""Vaisampayana said (After Kunti had said this), Karna heard an affecti"
5.145,5.147,Bhagwat Yana Parva,0.51,,"""Vaisampayana said, 'Coming back to Upaplavya from Hastinapura, that c"
5.146,5.148,Bhagwat Yana Parva,0.34,,"""Vasudeva said, 'After Bhishma had said these words, Drona, always com"
5.147,5.149,Bhagwat Yana Parva,0.59,,"""Vasudeva said, 'After Gandhari had said this, that ruler of men, Dhri"
5.148,5.150,Bhagwat Yana Parva,0.23,,"""Vasudeva said, 'Though thus addressed by Bhishma, and Drona, and Vidu"
5.149,5.151;5.152;5.153,Bhagwat Yana Parva,0.32,,"""Vaisampayana said, 'Hearing these words of Janardana, king Yudhishthi"
5.150,5.154,Bhagwat Yana Parva,0.19,,"""Janamejaya said, 'Hearing that Yudhishthira had, with his troops marc"
5.151,5.155,Bhagwat Yana Parva,0.31,,"""Vaisampayana said, 'Recollecting the words spoken by Vasudeva, Yudhis"
5.152,5.156,Bhagwat Yana Parva,0.58,,"""Vaisampayana said, 'After that night had passed away, king Duryodhana"
5.153,5.157,Bhagwat Yana Parva,0.40,,"""Vaisampayana said, Dhritarashtra's son, accompanied by all the kings,"
5.154,5.158,Bhagwat Yana Parva,0.45,,"""Janamejaya said, 'When Yudhishthira heard that Bhishma, the high-soul"
5.155,5.159,Bhagwat Yana Parva,0.60,,"""Vaisampayana said, 'About this time, there came into the Pandava camp"
5.156,5.160,Bhagwat Yana Parva,0.14,,"""Janamejaya said, 'After the soldiers had been arrayed thus in order o"
5.157,5.161,Uluka Dutagamana Parva,0.15,,"""Sanjaya said, 'After the high-souled Pandavas, O king, had encamped b"
5.158,5.162,Uluka Dutagamana Parva,0.32,,"""Sanjaya said, 'Having reached the Pandava camp, the gambler's son (Ul"
5.159,5.163,Uluka Dutagamana Parva,0.34,,"""Sanjaya said, 'O monarch, provoking Arjuna still further who was like"
5.160,5.164,Uluka Dutagamana Parva,0.18,,"""Sanjaya said, 'Having heard those words of Duryodhana, Gudakesha of g"
5.161,5.165,Uluka Dutagamana Parva,0.49,,"'Sanjaya said, 'Having listened to Uluka's words, Yudhishthira, the so"
5.162,5.166,Uluka Dutagamana Parva,0.35,,"""Dhritarashtra said, After Falguni had vowed the slaughter of Bhishma "
5.163,5.167,Uluka Dutagamana Parva,0.36,,"""Bhishma said, 'Sudhakshina, the ruler of the Kamvojas, is in my judgm"
5.164,5.168,Uluka Dutagamana Parva,0.37,,"""Bhishma said, 'This thy maternal uncle Sakuni is, O king, equal to a "
5.165,5.169,Uluka Dutagamana Parva,0.30,,"""Bhishma said, 'Both the brothers Achala and Vrisha are Rathas. Invinc"
5.166,5.170,Uluka Dutagamana Parva,0.28,,"""Bhishma said, 'I have now, O king, indicated who thy Rathas are and w"
5.167,5.171,Uluka Dutagamana Parva,0.46,,"""Bhishma said, 'All the five sons of Draupadi, O monarch, are Maharath"
5.168,5.172,Uluka Dutagamana Parva,0.57,,"""Bhishma said, 'That subjugator of hostile cities, Sikhandin, the son "
5.169,5.173,Uluka Dutagamana Parva,0.33,,"""Bhishma said, 'O great king, Rochamana is another Maharatha of the Pa"
5.170,5.174,Uluka Dutagamana Parva,0.26,,"""Duryodhana said, 'For what reason, O chief of the Bharatas, wilt thou"
5.171,5.175,Uluka Dutagamana Parva,0.52,,"""Bhishma said, 'Then, O chief of the Bharatas, approaching my mother, "
5.172,5.176,Uluka Dutagamana Parva,0.32,,"""Bhishma said, 'I then placed the matter before (my mother) Kali, othe"
5.173,5.177,Uluka Dutagamana Parva,0.28,,"""Bhishma said, 'Issuing out of the city, Amva reflected sorrowfully in"
5.174,5.177,Uluka Dutagamana Parva,0.03,merged,"""Bhishma said, 'Issuing out of the city, Amva reflected sorrowfully in"
5.175,5.178,Uluka Dutagamana Parva,0.47,,"""Bhishma said, 'Those virtuous ascetics then set themselves about thei"
5.176,5.179,Uluka Dutagamana Parva,0.50,,"""Akritavrana said, 'Of these two afflictions of thine, for which, O bl"
5.177,5.180,Uluka Dutagamana Parva,0.56,,"""Bhishma said, 'O lord, repeatedly urged by that maiden to slay Bhishm"
5.178,5.180,Uluka Dutagamana Parva,0.33,merged,"""Bhishma said, 'O lord, repeatedly urged by that maiden to slay Bhishm"
5.179,5.181,Uluka Dutagamana Parva,0.36,,"""Bhishma said, 'After he had quartered there, on third day, O king, Ja"
5.180,5.182,Uluka Dutagamana Parva,0.23,,"""Bhishma said, 'I then smilingly addressed Rama stationed for battle, "
5.181,5.183,Uluka Dutagamana Parva,0.34,,"""Bhishma said, 'After the battle had ceased, my charioteer, well-skill"
5.182,5.184,Uluka Dutagamana Parva,0.10,,"""Bhishma said, 'The next day, O bull of Bharata's race, frightful agai"
5.183,5.185,Uluka Dutagamana Parva,0.13,,"""Bhishma said, 'Next morning, O king, when the sun rose brightly, the "
5.184,5.186,Uluka Dutagamana Parva,0.38,,"""Bhishma said, 'Then, O great king, during the night, having bowed unt"
5.185,5.187,Uluka Dutagamana Parva,0.31,,"""Bhishma said, 'After the night had passed away, I awoke, O Bharata, a"
5.186,5.188,Uluka Dutagamana Parva,0.55,,"""Bhishma said, 'When I had formed this resolution, O king, a din of tu"
5.187,5.189,Uluka Dutagamana Parva,0.36,,"""Rama said, 'O damsel, in the very sight of all these persons, I have "
5.188,5.190,Uluka Dutagamana Parva,0.22,,"""Bhishma said, 'Then all those ascetics (that dwell in Vatsabhumi), be"
5.189,5.191,Uluka Dutagamana Parva,0.34,,"""Duryodhana said, 'Tell me, O grandsire, how Sikhandin, O Ganga's son,"
5.190,5.192,Uluka Dutagamana Parva,0.44,,"""Bhishma said, 'Drupada, O chastiser of foes, bestowed great attention"
5.191,5.193,Uluka Dutagamana Parva,0.22,,"""Bhishma said, 'Thus addressed, O king, by that messenger, king Drupad"
5.192,5.194,Uluka Dutagamana Parva,0.47,,"""Bhishma said. 'Then, O mighty-armed king, Sikhandin's mother represen"
5.193,5.195,Uluka Dutagamana Parva,0.47,,"""Bhishma said, 'Hearing, O bull of Bharata's race, those words of Sikh"
5.194,5.196,Uluka Dutagamana Parva,0.34,,"""Sanjaya said, 'When the night passed away and morning came, thy sons "
5.195,5.197,Uluka Dutagamana Parva,0.24,,"""Vaisampayana said, 'Hearing these words (of the leaders of the Kuru a"
5.196,5.198,Uluka Dutagamana Parva,0.39,,"""Vaisampayana said, 'Next morning, under a cloudless sky, all the king"
5.197,5.199,Uluka Dutagamana Parva,0.41,,"""Vaisampayana said, 'Like Duryodhana, king Yudhishthira also, the son "
6.1,6.1,Jamvu-khanda Nirmana Parva,0.27,,"OM! HAVING BOWED down to Narayana, and Nara, the most exalted of male "
6.2,6.2,Jamvu-khanda Nirmana Parva,0.25,,"Vaisampayana said,--""Seeing then the two armies (standing) on the east"
6.3,6.3,Jamvu-khanda Nirmana Parva,0.15,,"""Vyasa said,--'Asses are taking births in kine. Some are having sexual"
6.4,6.3,Jamvu-khanda Nirmana Parva,0.09,merged,"""Vyasa said,--'Asses are taking births in kine. Some are having sexual"
6.5,6.4,Jamvu-khanda Nirmana Parva,0.28,,"Vaisampayana said,--""Having said these words unto Dhritarashtra, Vyasa"
6.6,6.5,Jamvu-khanda Nirmana Parva,0.32,,"""Dhritarashtra said,--'The names of rivers and mountains, O Sanjaya, a"
6.7,6.6,Jamvu-khanda Nirmana Parva,0.59,,"""Dhritarashtra said.---""Thou art intelligent, O Sanjaya, and acquainte"
6.8,6.7,Jamvu-khanda Nirmana Parva,0.42,,"""Dhritarashtra said,--'Tell me, O Sanjaya, thou of great intelligence,"
6.9,6.8,Jamvu-khanda Nirmana Parva,0.32,,"""Dhritarashtra said,--'Tell me truly, O Sanjaya, the names of all the "
6.10,6.9,Jamvu-khanda Nirmana Parva,0.61,,"""Dhritarashtra said,--'Tell me truly (O Sanjaya) of this Varsha that i"
6.11,6.10,Jamvu-khanda Nirmana Parva,0.63,,"""Dhritarashtra said,--'Tell me, O Sanjaya, of the period of life, the "
6.12,6.11,Bhumi Parva,0.54,,"""Dhritarashtra said,--'Thou hast, O Sanjaya, duly described Jamvukhand"
6.13,6.12,Bhumi Parva,0.47,,"""Sanjaya said, 'O Kauravya, that which is heard about the islands in t"
6.14,6.13,Bhagavat-Gita Parva,0.16,,"Vaisampayana said,--""Possessing a knowledge of the past, the present a"
6.15,6.14,Bhagavat-Gita Parva,0.19,,"""Dhritarashtra said,--'How hath Bhishma, that bull among the Kurus, be"
6.16,6.15;6.16,Bhagavat-Gita Parva,0.25,,"Sanjaya said,--""Deserving as thou art, this question is, indeed, worth"
6.17,6.17,Bhagavat-Gita Parva,0.29,,"Sanjaya said,--""Just as the holy Krishna-Dwaipayana Vyasa had said, in"
6.18,6.18,Bhagavat-Gita Parva,0.30,,"Sanjaya said,--""Soon after, O king, a loud uproar, causing the heart t"
6.19,6.19,Bhagavat-Gita Parva,0.31,,"Dhritarashtra said,--""Beholding our ten and one Akshauhinis arrayed in"
6.20,6.20,Bhagavat-Gita Parva,0.36,,"Dhritarashtra said,--""When the Sun rose, O Sanjaya, of my army led by "
6.21,6.21,Bhagavat-Gita Parva,0.29,,"Sanjaya said,--""Beholding the vast Dhartarashtra army ready for battle"
6.22,6.22,Bhagavat-Gita Parva,0.31,,"Sanjaya said,--""Then, O bull of Bharata's race, king Yudhishthira, dis"
6.23,6.23;6.24;6.25,Bhagavat-Gita Parva,0.29,,"Sanjaya said,--""Beholding the Dhartarashtra army approach for fight, K"
6.24,6.26,Bhagavat-Gita Parva,0.16,,"[(Bhagavad Gita Chapter II)] Sanjaya said,--""Unto him thus possessed w"
6.25,6.27,Bhagavat-Gita Parva,0.09,,"[(Bhagavad Gita Chapter III)] ""Arjuna said,--'If devotion, O Janardana"
6.26,6.28,Bhagavat-Gita Parva,0.27,,"[(Bhagavad Gita Chapter IV)] ""The Holy One said,--'This imperishable ("
6.27,6.29,Bhagavat-Gita Parva,0.28,,"[(Bhagavad Gita Chapter V)] ""Arjuna said,--'Thou applaudest, O Krishna"
6.28,6.30,Bhagavat-Gita Parva,0.04,,"[(Bhagavad Gita Chapter VI)] ""The Holy One said,--'Regardless of fruit"
6.29,6.31,Bhagavat-Gita Parva,0.10,,"[(Bhagavad Gita Chapter VII)] ""The Holy One said, 'Listen, O son of Pr"
6.30,6.32,Bhagavat-Gita Parva,0.18,,"[(Bhagavad Gita Chapter VIII)] ""Arjuna said, 'What is that Brahman, wh"
6.31,6.33,Bhagavat-Gita Parva,0.34,,"[(Bhagavad Gita Chapter IX)] ""The Holy One said, 'Now I will tell thee"
6.32,6.34,Bhagavat-Gita Parva,0.28,,"[(Bhagavad Gita Chapter X)] ""The Holy One said, 'Once more still, O mi"
6.33,6.35,Bhagavat-Gita Parva,0.23,,"[(Bhagavad Gita Chapter XI)] ""Arjuna said,--'This discourse about the "
6.34,6.36,Bhagavat-Gita Parva,0.00,,"[(Bhagavad Gita Chapter XII)] ""Arjuna said, 'Of those worshippers who,"
6.35,6.37,Bhagavat-Gita Parva,0.42,,"[(Bhagavad Gita, Chapter XIII)] ""The Holy One said, 'This body, O son "
6.36,6.38,Bhagavat-Gita Parva,0.04,,"[(Bhagavad Gita Chapter XIV)] ""The Holy One said, 'I will again declar"
6.37,6.39,Bhagavat-Gita Parva,0.21,,"[(Bhagavad Gita Chapter XV)] ""The Holy One said, 'They say that the As"
6.38,6.40,Bhagavat-Gita Parva,0.00,,"[(Bhagavad Gita Chapter XVI)] ""The Holy One said, 'Fearlessness, purit"
6.39,6.41,Bhagavat-Gita Parva,0.12,,"[(Bhagavad Gita, Chapter XVII)] ""Arjuna said, 'What is the state, O Kr"
6.40,6.42,Bhagavat-Gita Parva,0.19,,"[(Bhagavad Gita, Chapter XVIII)] ""Arjuna said, 'Of renunciation, O tho"
6.41,6.43,Bhagavat-Gita Parva,0.28,,"Sanjaya said,--""Beholding Dhananjaya then to take up once again (his) "
6.42,6.44,Bhagavat-Gita Parva,0.27,,"Dhritarashtra said, 'When the divisions of both my side and the foe we"
6.43,6.45,Bhagavat-Gita Parva,0.50,,"Sanjaya said, ""On the forenoon of that awful day, O king, the terrible"
6.44,6.46,Bhagavat-Gita Parva,0.19,,"Sanjaya said,--""O king, I will now describe to thee the combats of hun"
6.45,6.47;6.48;6.49,Bhagavat-Gita Parva,0.27,,"Sanjaya said,--""After the great part of the forenoon of that awful day"
6.46,6.50,Bhagavat-Gita Parva,0.34,,"Sanjaya said, ""When the troops, O bull of Bharata's race, were withdra"
